DistrictId|PartnerId|TotalAmount|TranCount|NetMargin|MaxDateTran|MaxDateIndex|F1|F2|Segment|CentroidID|F0LOG|F1LOG
1048608|5111853|571.53|13|94.3819|20160910|254|0.017359153484823843|0.7467790088918631|GOOD CUSTOMERS|200|6.348316975295453|4.547349317479376
1048608|6153989|48.99|1|1.0|20160811|224|0.0014774200313355287|0.4359297828946418|BOTTOM CUSTOMERS|500|3.8916161956504833|0.0
1048608|7020230|1153.79|46|270.1037|20161213|348|0.0350559769253798|0.8186548337892547|MOST VALUED CUSTOMERS|100|7.050807454771883|5.598805959334881
1048608|7377593|42.65|4|12.231|20161221|356|0.0012847262852201768|0.6070972556589922|LOWER RANGE CUSTOMERS|400|3.753027273937688|2.503973712505226
1048608|5615158|46.98|2|10.244|20161006|280|0.0014163294272831852|0.5949785845517667|LOWER RANGE CUSTOMERS|400|3.849721979230767|2.3266921683372788
1048608|6726611|160.94|3|66.8134|20161227|362|0.0048799539237036095|0.7231649190134233|GOOD CUSTOMERS|200|5.081031624717987|4.201903659227746
1048608|5124734|102.44|3|23.0637|20160623|175|0.0031019438057622722|0.650456006690165|AVERAGE CUSTOMERS|300|4.629277261331325|3.1382599529674264
1048608|5945362|394.71|11|61.9452|20160910|254|0.011985003928338593|0.7179933692893901|GOOD CUSTOMERS|200|5.978151318045857|4.126250123233085
1048608|7947759|107.34|3|23.0958|20161021|295|0.003250871148974453|0.6505510815021991|AVERAGE CUSTOMERS|300|4.676001366748682|3.1396507828150004
1048608|7028597|22.99|1|6.2317|20160228|59|0.0006871933122504897|0.5610015528975711|LOWER RANGE CUSTOMERS|400|3.1350593387750902|1.8296491687704646
1048608|7424603|3.17|1|1.3704|20160629|181|8.479740562489458e-05|0.45746967649586323|BOTTOM CUSTOMERS|500|1.1537315878891892|0.31510266802777315
1048608|4227158|940.6|19|147.5593|20161201|336|0.028576421762235973|0.7773270369055107|GOOD CUSTOMERS|200|6.8465179695109475|4.9942301288842055
1048608|6260229|875.91|16|221.0471|20161223|358|0.026610276898481697|0.8049537619690441|MOST VALUED CUSTOMERS|100|6.775263345932276|5.398375800982395
1048608|5926172|397.83|4|69.732|20160809|222|0.012079831134628797|0.7260876249736878|GOOD CUSTOMERS|200|5.986024778357617|4.244659322880969
1048608|724212|13.99|1|6.992|20161012|286|0.00041365329410566847|0.5688707913968026|LOWER RANGE CUSTOMERS|400|2.63834278867739|1.9447666383532343
1048608|8450005|237.25|3|55.1748|20160715|197|0.007199269344218199|0.7100813161643811|GOOD CUSTOMERS|200|5.469114437490037|4.010506327306144
1048608|3440659|268.64|4|54.1854|20161117|322|0.008153316140836636|0.7088443838690114|GOOD CUSTOMERS|200|5.59337219332923|3.992411499464533
1048608|3000099|272.18|5|63.9628|20161224|359|0.0082609085479736|0.7201843592614239|GOOD CUSTOMERS|200|5.606463612132171|4.158301664368404
1048608|7549297|116.12|4|36.0001|20160806|219|0.0035177246333424005|0.6808933592692406|AVERAGE CUSTOMERS|300|4.754624139156429|3.5835217162300297
1048608|8083276|112.23|2|32.9517|20161229|364|0.003399494558833139|0.6748450915311899|AVERAGE CUSTOMERS|300|4.720550337028165|3.4950428529408435
1048608|5104883|805.68|6|178.7397|20161218|353|0.024475752956891608|0.7904313589422568|GOOD CUSTOMERS|200|6.691686641339889|5.1859305575362615
1048608|7028199|270.38|5|50.2561|20161128|333|0.008206200544344636|0.7036983980523324|AVERAGE CUSTOMERS|300|5.59982837693626|3.917131932606473
1048608|8083216|81.55|3|20.2756|20161101|306|0.0024670270303127927|0.6416485985339048|AVERAGE CUSTOMERS|300|4.401216329067023|3.009418192658554
1048608|5871193|2941.16|57|766.6276|20161224|359|0.08938011272888079|0.8899659200133597|MOST VALUED CUSTOMERS|100|7.9865593403383865|6.642001155429065
1048608|7028537|3327.81|48|787.7202|20161230|365|0.10113169584173581|0.8918212879323539|MOST VALUED CUSTOMERS|100|8.110069708965172|6.669142950661287
1048608|3595967|1959.54|21|319.8569|20161219|354|0.05954540688317865|0.8302120235343464|MOST VALUED CUSTOMERS|100|7.5804650308020936|5.767873708275623
1048608|6590095|8.41|1|1.3783|20160412|103|0.00024405848285587934|0.45786261303311254|BOTTOM CUSTOMERS|500|2.1294214739848565|0.32085085571825617
1048608|7554149|34.98|1|16.4533|20161108|313|0.0010516094030900902|0.6273690805845098|AVERAGE CUSTOMERS|300|3.554776469590456|2.800526064995042
1048608|6362676|108.98|1|25.9933|20160706|188|0.003300716218947509|0.6586302183765504|AVERAGE CUSTOMERS|300|4.691164379154952|3.257838812505422
1048608|7522078|90.73|3|20.533|20160811|224|0.0027460378488205106|0.642510949541418|AVERAGE CUSTOMERS|300|4.507888063181538|3.0220333479733616
1048608|5083575|2104.29|35|450.3711|20161216|351|0.06394484217500786|0.8536041226643435|MOST VALUED CUSTOMERS|100|7.651733397059166|6.110071909580306
1048608|6588037|72.33|3|22.8413|20161111|316|0.002186800478391098|0.649793638209402|AVERAGE CUSTOMERS|300|4.28123898086119|3.1285703008563255
1048608|8176237|12.77|2|1.0|20160425|116|0.00037657342497937043|0.4359297828946418|BOTTOM CUSTOMERS|500|2.547098670044448|0.0
1048608|3306261|1291.61|24|257.4932|20161213|348|0.039244786403237496|0.8153864408458114|MOST VALUED CUSTOMERS|100|7.1636447811892365|5.550993311988109
1048608|8315607|231.97|9|78.6355|20161106|311|0.007038792533573237|0.7343018310021918|GOOD CUSTOMERS|200|5.446608052960179|4.364823251414239
1048608|1067019|672.67|11|154.1753|20161022|296|0.020433135422064645|0.7803252428812143|GOOD CUSTOMERS|200|6.511254867634554|5.038090266716429
1048608|7486552|239.81|3|60.3843|20160527|148|0.007277076282712726|0.7162487972000051|GOOD CUSTOMERS|200|5.479846943141782|4.100729137377296
1048608|8297754|88.98|2|30.6606|20160805|218|0.0026928495119590175|0.6699188884678353|AVERAGE CUSTOMERS|300|4.488411625377895|3.422978442723813
1048608|5711371|37.03|3|7.3356|20161208|343|0.0011139157405564107|0.5721501163514322|LOWER RANGE CUSTOMERS|400|3.6117283949255214|1.992739207840543
1048608|5926112|570.93|15|115.6432|20160921|265|0.017340917483614188|0.760666706691222|GOOD CUSTOMERS|200|6.347266610197045|4.750509588851064
1048608|6241497|840.57|22|235.9403|20161212|347|0.025536176427233034|0.809410930863304|MOST VALUED CUSTOMERS|100|6.734080233140437|5.463578806922594
1048608|6588240|89.97|2|1.3928|20161112|317|0.0027229389139549476|0.45857800035043655|BOTTOM CUSTOMERS|500|4.499476281429027|0.33131610947184226
1048608|5239942|79.49|2|8.4044|20160811|224|0.002404416759492978|0.5814479552324272|LOWER RANGE CUSTOMERS|400|4.375631227585021|2.128755378232757
1048608|8315667|208.39|5|49.5034|20160826|239|0.006322117686033806|0.7026668312370503|AVERAGE CUSTOMERS|300|5.339411324082998|3.9020413540844965
